Krum Server | INFO flwr 2024-03-19 17:13:49,915 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | DEBUG flwr 2024-03-19 17:14:04,972 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,209 | server.py:236 | fit_round 4 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:05,232 | server.py:125 | fit progress: (4, 0.8379900060781728, {'accuracy': 0.6002}, 1.683214290998876)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,235 | server.py:173 | evaluate_round 4: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,302 | server.py:187 | evaluate_round 4 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:05,303 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,542 | server.py:236 | fit_round 5 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:05,566 | server.py:125 | fit progress: (5, 0.839144165397669, {'accuracy': 0.5987}, 2.0173500700620934)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,569 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,659 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:05,659 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,879 | server.py:236 | fit_round 6 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:05,896 | server.py:125 | fit progress: (6, 0.8331825998490802, {'accuracy': 0.6006}, 2.34747529507149)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,896 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:05,966 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:05,966 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,203 | server.py:236 | fit_round 7 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:06,229 | server.py:125 | fit progress: (7, 0.830770957132062, {'accuracy': 0.6044}, 2.6805903899949044)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,232 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,311 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:06,311 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,498 | server.py:236 | fit_round 8 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:06,521 | server.py:125 | fit progress: (8, 0.829129118619783, {'accuracy': 0.6032}, 2.972530839033425)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,525 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,613 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:06,613 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,816 | server.py:236 | fit_round 9 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:06,834 | server.py:125 | fit progress: (9, 0.8288650752316568, {'accuracy': 0.6047}, 3.285171989002265)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,835 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:06,914 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:06,915 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:07,136 | server.py:236 | fit_round 10 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:07,161 | server.py:125 | fit progress: (10, 0.8275928797597387, {'accuracy': 0.6029}, 3.6127857180545107)
Krum Server | DEBUG flwr 2024-03-19 17:14:07,162 | server.py:173 | evaluate_round 10: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:07,249 | server.py:187 | evaluate_round 10 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:07,249 | server.py:153 | FL finished in 3.700925508979708
Krum Server | INFO flwr 2024-03-19 17:14:07,250 | app.py:226 | app_fit: losses_distributed [(1, 0.9641838133335113), (2, 0.8569357097148895), (3, 0.8425271451473236), (4, 0.8394431054592133), (5, 0.8421444892883301), (6, 0.8396784663200378), (7, 0.8371317744255066), (8, 0.8259225845336914), (9, 0.8240622639656067), (10, 0.8309632241725922)]
Krum Server | INFO flwr 2024-03-19 17:14:07,250 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-19 17:14:07,250 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-19 17:14:07,251 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.962242372641195), (2, 0.8555505587867402), (3, 0.8496581452442313), (4, 0.8379900060781728), (5, 0.839144165397669), (6, 0.8331825998490802), (7, 0.830770957132062), (8, 0.829129118619783), (9, 0.8288650752316568), (10, 0.8275928797597387)]
Krum Server | INFO flwr 2024-03-19 17:14:07,251 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5713), (2, 0.5986), (3, 0.5933), (4, 0.6002), (5, 0.5987), (6, 0.6006), (7, 0.6044), (8, 0.6032), (9, 0.6047), (10, 0.6029)]}
Krum Server | INFO flwr 2024-03-19 17:14:12,475 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-19 17:14:12,490 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-19 17:14:12,490 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-19 17:14:12,491 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-19 17:14:25,710 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-19 17:14:25,711 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-19 17:14:25,749 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-19 17:14:25,753 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-19 17:14:26,190 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:26,282 | server.py:236 | fit_round 1 received 2 results and 0 failures
Krum Server | WARNING flwr 2024-03-19 17:14:26,284 | krum.py:153 | No fit_metrics_aggregation_fn provided
Krum Server | INFO flwr 2024-03-19 17:14:26,307 | server.py:125 | fit progress: (1, 0.9350234953061838, {'accuracy': 0.5555}, 0.5537219429388642)
Krum Server | DEBUG flwr 2024-03-19 17:14:26,310 | server.py:173 | evaluate_round 1: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:26,421 | server.py:187 | evaluate_round 1 received 10 results and 0 failures
Krum Server | WARNING flwr 2024-03-19 17:14:26,422 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
Krum Server | DEBUG flwr 2024-03-19 17:14:26,422 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:26,691 | server.py:236 | fit_round 2 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:26,722 | server.py:125 | fit progress: (2, 0.9322324362997954, {'accuracy': 0.5455}, 0.9686498009832576)
Krum Server | DEBUG flwr 2024-03-19 17:14:26,723 | server.py:173 | evaluate_round 2: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:26,817 | server.py:187 | evaluate_round 2 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:26,817 | server.py:222 | fit_round 3: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,046 | server.py:236 | fit_round 3 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:27,076 | server.py:125 | fit progress: (3, 0.9447378546227188, {'accuracy': 0.6093}, 1.3224253399530426)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,084 | server.py:173 | evaluate_round 3: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,145 | server.py:187 | evaluate_round 3 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:27,146 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,368 | server.py:236 | fit_round 4 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:27,399 | server.py:125 | fit progress: (4, 0.8382720309504548, {'accuracy': 0.6035}, 1.644033694989048)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,400 | server.py:173 | evaluate_round 4: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,471 | server.py:187 | evaluate_round 4 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:27,472 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,675 | server.py:236 | fit_round 5 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:27,701 | server.py:125 | fit progress: (5, 0.8280133275957634, {'accuracy': 0.6061}, 1.946748003945686)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,702 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:27,791 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:27,791 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,007 | server.py:236 | fit_round 6 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:28,036 | server.py:125 | fit progress: (6, 0.8294216291025388, {'accuracy': 0.596}, 2.282559903920628)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,039 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,118 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:28,119 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,378 | server.py:236 | fit_round 7 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:28,396 | server.py:125 | fit progress: (7, 0.8262798322886574, {'accuracy': 0.6062}, 2.6417416549520567)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,396 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,469 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:28,469 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,704 | server.py:236 | fit_round 8 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:28,728 | server.py:125 | fit progress: (8, 0.8273879255519331, {'accuracy': 0.5979}, 2.9745456719538197)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,732 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:28,800 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:28,801 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:29,052 | server.py:236 | fit_round 9 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:29,074 | server.py:125 | fit progress: (9, 0.8260745496977122, {'accuracy': 0.6051}, 3.32058157492429)
Krum Server | DEBUG flwr 2024-03-19 17:14:29,078 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:29,146 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:29,147 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:29,411 | server.py:236 | fit_round 10 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:29,428 | server.py:125 | fit progress: (10, 0.823295526920533, {'accuracy': 0.6055}, 3.674686833983287)
Krum Server | DEBUG flwr 2024-03-19 17:14:29,429 | server.py:173 | evaluate_round 10: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:29,499 | server.py:187 | evaluate_round 10 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:29,500 | server.py:153 | FL finished in 3.746188344899565
Krum Server | INFO flwr 2024-03-19 17:14:29,501 | app.py:226 | app_fit: losses_distributed [(1, 0.931414532661438), (2, 0.9270851314067841), (3, 0.9377326607704163), (4, 0.8325624346733094), (5, 0.8138528108596802), (6, 0.8191233515739441), (7, 0.8189636945724488), (8, 0.8192425966262817), (9, 0.8186549603939056), (10, 0.8221390783786774)]
Krum Server | INFO flwr 2024-03-19 17:14:29,501 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-19 17:14:29,501 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-19 17:14:29,502 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9350234953061838), (2, 0.9322324362997954), (3, 0.9447378546227188), (4, 0.8382720309504548), (5, 0.8280133275957634), (6, 0.8294216291025388), (7, 0.8262798322886574), (8, 0.8273879255519331), (9, 0.8260745496977122), (10, 0.823295526920533)]
Krum Server | INFO flwr 2024-03-19 17:14:29,502 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5555), (2, 0.5455), (3, 0.6093), (4, 0.6035), (5, 0.6061), (6, 0.596), (7, 0.6062), (8, 0.5979), (9, 0.6051), (10, 0.6055)]}
Krum Server | INFO flwr 2024-03-19 17:14:34,684 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-19 17:14:34,691 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-19 17:14:34,692 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-19 17:14:34,692 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-19 17:14:47,978 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-19 17:14:47,978 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-19 17:14:48,013 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-19 17:14:48,015 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-19 17:14:48,565 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:48,638 | server.py:236 | fit_round 1 received 2 results and 0 failures
Krum Server | WARNING flwr 2024-03-19 17:14:48,639 | krum.py:153 | No fit_metrics_aggregation_fn provided
Krum Server | INFO flwr 2024-03-19 17:14:48,655 | server.py:125 | fit progress: (1, 0.9598171070398214, {'accuracy': 0.5576}, 0.6395262409932911)
Krum Server | DEBUG flwr 2024-03-19 17:14:48,656 | server.py:173 | evaluate_round 1: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:48,764 | server.py:187 | evaluate_round 1 received 10 results and 0 failures
Krum Server | WARNING flwr 2024-03-19 17:14:48,764 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
Krum Server | DEBUG flwr 2024-03-19 17:14:48,764 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,000 | server.py:236 | fit_round 2 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:49,033 | server.py:125 | fit progress: (2, 0.9342092493953702, {'accuracy': 0.539}, 1.0172486510127783)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,037 | server.py:173 | evaluate_round 2: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,131 | server.py:187 | evaluate_round 2 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:49,131 | server.py:222 | fit_round 3: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,373 | server.py:236 | fit_round 3 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:49,405 | server.py:125 | fit progress: (3, 0.8478859866037038, {'accuracy': 0.5829}, 1.38951004401315)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,406 | server.py:173 | evaluate_round 3: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,479 | server.py:187 | evaluate_round 3 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:49,479 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,739 | server.py:236 | fit_round 4 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:49,756 | server.py:125 | fit progress: (4, 0.8397672858842894, {'accuracy': 0.5934}, 1.7398504490265623)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,756 | server.py:173 | evaluate_round 4: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:49,839 | server.py:187 | evaluate_round 4 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:49,839 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,065 | server.py:236 | fit_round 5 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:50,094 | server.py:125 | fit progress: (5, 0.8346647764349604, {'accuracy': 0.5936}, 2.078398574027233)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,095 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,180 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:50,180 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,402 | server.py:236 | fit_round 6 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:50,428 | server.py:125 | fit progress: (6, 0.8329328018869167, {'accuracy': 0.5934}, 2.4122578520327806)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,431 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,521 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:50,521 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,747 | server.py:236 | fit_round 7 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:50,764 | server.py:125 | fit progress: (7, 0.8308265950143175, {'accuracy': 0.5973}, 2.7481320389779285)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,765 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:50,861 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:50,862 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,090 | server.py:236 | fit_round 8 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:51,113 | server.py:125 | fit progress: (8, 0.8298973865472677, {'accuracy': 0.5991}, 3.0968155240407214)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,116 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,186 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:51,187 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,420 | server.py:236 | fit_round 9 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:51,443 | server.py:125 | fit progress: (9, 0.8277805741625205, {'accuracy': 0.6015}, 3.427427747985348)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,446 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,528 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
Krum Server | DEBUG flwr 2024-03-19 17:14:51,528 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,743 | server.py:236 | fit_round 10 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:51,762 | server.py:125 | fit progress: (10, 0.828529254366687, {'accuracy': 0.5982}, 3.7459656910505146)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,763 | server.py:173 | evaluate_round 10: strategy sampled 10 clients (out of 20)
Krum Server | DEBUG flwr 2024-03-19 17:14:51,849 | server.py:187 | evaluate_round 10 received 10 results and 0 failures
Krum Server | INFO flwr 2024-03-19 17:14:51,850 | server.py:153 | FL finished in 3.833792058052495
Krum Server | INFO flwr 2024-03-19 17:14:51,851 | app.py:226 | app_fit: losses_distributed [(1, 0.9637603759765625), (2, 0.9236998081207275), (3, 0.8464610636234283), (4, 0.8328311264514923), (5, 0.8307435631752014), (6, 0.828515499830246), (7, 0.8296594083309173), (8, 0.8261455416679382), (9, 0.820295661687851), (10, 0.8252905905246735)]
Krum Server | INFO flwr 2024-03-19 17:14:51,851 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-19 17:14:51,851 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-19 17:14:51,852 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9598171070398214), (2, 0.9342092493953702), (3, 0.8478859866037038), (4, 0.8397672858842894), (5, 0.8346647764349604), (6, 0.8329328018869167), (7, 0.8308265950143175), (8, 0.8298973865472677), (9, 0.8277805741625205), (10, 0.828529254366687)]
Krum Server | INFO flwr 2024-03-19 17:14:51,852 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5576), (2, 0.539), (3, 0.5829), (4, 0.5934), (5, 0.5936), (6, 0.5934), (7, 0.5973), (8, 0.5991), (9, 0.6015), (10, 0.5982)]}
Krum Server | INFO flwr 2024-03-19 17:14:57,016 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-19 17:14:57,029 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-19 17:14:57,029 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-19 17:14:57,029 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-19 17:15:10,545 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-19 17:15:10,546 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-19 17:15:10,576 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-19 17:15:10,578 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-19 17:15:11,949 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 20)
