FedTrimmedAvg Server | INFO flwr 2024-03-19 17:09:48,176 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,088 | server.py:173 | evaluate_round 3: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,180 | server.py:187 | evaluate_round 3 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,180 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,439 | server.py:236 | fit_round 4 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:44,466 | server.py:125 | fit progress: (4, 0.8344326941055413, {'accuracy': 0.598}, 1.6766525369603187)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,468 | server.py:173 | evaluate_round 4: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,534 | server.py:187 | evaluate_round 4 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,534 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,774 | server.py:236 | fit_round 5 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:44,796 | server.py:125 | fit progress: (5, 0.8326260453004761, {'accuracy': 0.5977}, 2.0068664960563183)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,799 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,884 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:44,884 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,103 | server.py:236 | fit_round 6 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:45,120 | server.py:125 | fit progress: (6, 0.8279708879266271, {'accuracy': 0.6001}, 2.3312540480401367)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,121 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,201 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,202 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,431 | server.py:236 | fit_round 7 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:45,453 | server.py:125 | fit progress: (7, 0.8275344243761592, {'accuracy': 0.5976}, 2.663798468071036)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,456 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,539 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,540 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,755 | server.py:236 | fit_round 8 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:45,780 | server.py:125 | fit progress: (8, 0.8238977446379083, {'accuracy': 0.601}, 2.990490952041)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,781 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,871 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:45,872 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:46,089 | server.py:236 | fit_round 9 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,106 | server.py:125 | fit progress: (9, 0.8251855205162224, {'accuracy': 0.6021}, 3.31705608102493)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:46,107 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:46,190 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:46,190 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:46,398 | server.py:236 | fit_round 10 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,420 | server.py:125 | fit progress: (10, 0.8213355312095264, {'accuracy': 0.604}, 3.6304583030287176)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:46,421 | server.py:173 | evaluate_round 10: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:10:46,510 | server.py:187 | evaluate_round 10 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,511 | server.py:153 | FL finished in 3.721710633020848
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,511 | app.py:226 | app_fit: losses_distributed [(1, 0.9502234995365143), (2, 0.8584311366081238), (3, 0.8555496215820313), (4, 0.8398826658725739), (5, 0.836384379863739), (6, 0.8259744822978974), (7, 0.8258440673351288), (8, 0.8294226109981537), (9, 0.8217114269733429), (10, 0.8196003019809723)]
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,512 | app.py:227 | app_fit: metrics_distributed_fit {}
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,512 | app.py:228 | app_fit: metrics_distributed {}
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,512 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9493578405753222), (2, 0.852895736789771), (3, 0.8431620718722596), (4, 0.8344326941055413), (5, 0.8326260453004761), (6, 0.8279708879266271), (7, 0.8275344243761592), (8, 0.8238977446379083), (9, 0.8251855205162224), (10, 0.8213355312095264)]
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:46,512 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.577), (2, 0.5932), (3, 0.5914), (4, 0.598), (5, 0.5977), (6, 0.6001), (7, 0.5976), (8, 0.601), (9, 0.6021), (10, 0.604)]}
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:51,686 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:51,703 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:51,703 | server.py:89 | Initializing global parameters
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:10:51,703 | server.py:276 | Requesting initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:04,455 | server.py:280 | Received initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:04,455 | server.py:91 | Evaluating initial parameters
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:04,476 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:04,476 | server.py:104 | FL starting
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:05,722 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:05,839 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-19 17:11:05,841 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:05,866 | server.py:125 | fit progress: (1, 0.9585369226603269, {'accuracy': 0.5705}, 1.3898049150593579)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:05,867 | server.py:173 | evaluate_round 1: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:05,966 | server.py:187 | evaluate_round 1 received 10 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-19 17:11:05,966 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:05,967 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,236 | server.py:236 | fit_round 2 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:06,252 | server.py:125 | fit progress: (2, 0.8546863875274806, {'accuracy': 0.5996}, 1.7755396789871156)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,252 | server.py:173 | evaluate_round 2: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,345 | server.py:187 | evaluate_round 2 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,346 | server.py:222 | fit_round 3: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,576 | server.py:236 | fit_round 3 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:06,604 | server.py:125 | fit progress: (3, 0.8441385553802824, {'accuracy': 0.5911}, 2.127457401016727)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,606 | server.py:173 | evaluate_round 3: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,678 | server.py:187 | evaluate_round 3 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,679 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,909 | server.py:236 | fit_round 4 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:06,930 | server.py:125 | fit progress: (4, 0.8350805675495685, {'accuracy': 0.604}, 2.4537578530143946)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:06,932 | server.py:173 | evaluate_round 4: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,017 | server.py:187 | evaluate_round 4 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,017 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,237 | server.py:236 | fit_round 5 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:07,254 | server.py:125 | fit progress: (5, 0.8325419285889775, {'accuracy': 0.5988}, 2.7777178060496226)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,255 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,329 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,330 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,555 | server.py:236 | fit_round 6 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:07,578 | server.py:125 | fit progress: (6, 0.8276899510635632, {'accuracy': 0.6086}, 3.1013943960424513)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,578 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,643 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,643 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,860 | server.py:236 | fit_round 7 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:07,884 | server.py:125 | fit progress: (7, 0.827081657099165, {'accuracy': 0.6009}, 3.407619764097035)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,885 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,971 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:07,972 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,223 | server.py:236 | fit_round 8 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:08,242 | server.py:125 | fit progress: (8, 0.8241123664951884, {'accuracy': 0.6045}, 3.7661163550801575)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,243 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,334 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,335 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,551 | server.py:236 | fit_round 9 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:08,574 | server.py:125 | fit progress: (9, 0.8250797409631992, {'accuracy': 0.6031}, 4.097826100070961)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,574 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,664 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,665 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
FedTrimmedAvg Server | DEBUG flwr 2024-03-19 17:11:08,874 | server.py:236 | fit_round 10 received 10 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-19 17:11:08,897 | server.py:125 | fit progress: (10, 0.8217496358626312, {'accuracy': 0.6075}, 4.4210526960669085)
