FedAvg Server | INFO flwr 2024-03-19 17:05:25,468 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,303 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,527 | server.py:236 | fit_round 8 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:05:39,556 | server.py:125 | fit progress: (8, 0.8215227842980306, {'accuracy': 0.6086}, 3.0652768410509452)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,557 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,651 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,651 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,856 | server.py:236 | fit_round 9 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:05:39,880 | server.py:125 | fit progress: (9, 0.8220502057377412, {'accuracy': 0.6032}, 3.389722359017469)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,881 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,967 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:05:39,968 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:40,174 | server.py:236 | fit_round 10 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:05:40,191 | server.py:125 | fit progress: (10, 0.8197059100815435, {'accuracy': 0.6091}, 3.7006605359492823)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:40,192 | server.py:173 | evaluate_round 10: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:40,277 | server.py:187 | evaluate_round 10 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:05:40,277 | server.py:153 | FL finished in 3.7870974090183154
FedAvg Server | INFO flwr 2024-03-19 17:05:40,278 | app.py:226 | app_fit: losses_distributed [(1, 0.9556166172027588), (2, 0.8584272623062134), (3, 0.8433449268341064), (4, 0.8327976107597351), (5, 0.831103903055191), (6, 0.8309520900249481), (7, 0.8239468097686767), (8, 0.8260817170143128), (9, 0.8192615747451782), (10, 0.8231516778469086)]
FedAvg Server | INFO flwr 2024-03-19 17:05:40,278 | app.py:227 | app_fit: metrics_distributed_fit {}
FedAvg Server | INFO flwr 2024-03-19 17:05:40,279 | app.py:228 | app_fit: metrics_distributed {}
FedAvg Server | INFO flwr 2024-03-19 17:05:40,279 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9509469981110346), (2, 0.8514216813518669), (3, 0.8396671925416013), (4, 0.8312854749347073), (5, 0.8280079042836971), (6, 0.8251040696422289), (7, 0.8245368966808457), (8, 0.8215227842980306), (9, 0.8220502057377412), (10, 0.8197059100815435)]
FedAvg Server | INFO flwr 2024-03-19 17:05:40,279 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5694), (2, 0.6002), (3, 0.5947), (4, 0.6039), (5, 0.5993), (6, 0.6067), (7, 0.6017), (8, 0.6086), (9, 0.6032), (10, 0.6091)]}
FedAvg Server | INFO flwr 2024-03-19 17:05:45,346 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedAvg Server | INFO flwr 2024-03-19 17:05:45,356 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedAvg Server | INFO flwr 2024-03-19 17:05:45,356 | server.py:89 | Initializing global parameters
FedAvg Server | INFO flwr 2024-03-19 17:05:45,357 | server.py:276 | Requesting initial parameters from one random client
FedAvg Server | INFO flwr 2024-03-19 17:05:58,207 | server.py:280 | Received initial parameters from one random client
FedAvg Server | INFO flwr 2024-03-19 17:05:58,207 | server.py:91 | Evaluating initial parameters
FedAvg Server | INFO flwr 2024-03-19 17:05:58,239 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedAvg Server | INFO flwr 2024-03-19 17:05:58,241 | server.py:104 | FL starting
FedAvg Server | DEBUG flwr 2024-03-19 17:05:59,400 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:59,548 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedAvg Server | WARNING flwr 2024-03-19 17:05:59,549 | fedavg.py:250 | No fit_metrics_aggregation_fn provided
FedAvg Server | INFO flwr 2024-03-19 17:05:59,565 | server.py:125 | fit progress: (1, 0.9536521839630695, {'accuracy': 0.5759}, 1.323242507991381)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:59,566 | server.py:173 | evaluate_round 1: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:59,671 | server.py:187 | evaluate_round 1 received 10 results and 0 failures
FedAvg Server | WARNING flwr 2024-03-19 17:05:59,671 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedAvg Server | DEBUG flwr 2024-03-19 17:05:59,672 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:59,940 | server.py:236 | fit_round 2 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:05:59,970 | server.py:125 | fit progress: (2, 0.8514072357708988, {'accuracy': 0.6005}, 1.7281093710334972)
FedAvg Server | DEBUG flwr 2024-03-19 17:05:59,971 | server.py:173 | evaluate_round 2: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,059 | server.py:187 | evaluate_round 2 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,060 | server.py:222 | fit_round 3: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,299 | server.py:236 | fit_round 3 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:00,316 | server.py:125 | fit progress: (3, 0.8413967160456306, {'accuracy': 0.5891}, 2.0741079229628667)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,316 | server.py:173 | evaluate_round 3: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,395 | server.py:187 | evaluate_round 3 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,396 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,608 | server.py:236 | fit_round 4 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:00,631 | server.py:125 | fit progress: (4, 0.8324606659102046, {'accuracy': 0.5998}, 2.3891137569444254)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,633 | server.py:173 | evaluate_round 4: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,723 | server.py:187 | evaluate_round 4 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,724 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,929 | server.py:236 | fit_round 5 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:00,955 | server.py:125 | fit progress: (5, 0.8297087915516252, {'accuracy': 0.5993}, 2.71275693399366)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:00,956 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,040 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,041 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,235 | server.py:236 | fit_round 6 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:01,257 | server.py:125 | fit progress: (6, 0.8254898319066563, {'accuracy': 0.6034}, 3.0155227959621698)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,260 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,330 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,330 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,572 | server.py:236 | fit_round 7 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:01,589 | server.py:125 | fit progress: (7, 0.8254030332558628, {'accuracy': 0.5999}, 3.346714521991089)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,589 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,682 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,682 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,889 | server.py:236 | fit_round 8 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:01,916 | server.py:125 | fit progress: (8, 0.8222532350260808, {'accuracy': 0.6051}, 3.674345117993653)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:01,920 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,007 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,007 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,260 | server.py:236 | fit_round 9 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:02,283 | server.py:125 | fit progress: (9, 0.8220548835364765, {'accuracy': 0.6044}, 4.0413558590225875)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,285 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,339 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,340 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,582 | server.py:236 | fit_round 10 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:02,599 | server.py:125 | fit progress: (10, 0.8198298047935801, {'accuracy': 0.6061}, 4.357427096925676)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,600 | server.py:173 | evaluate_round 10: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:02,658 | server.py:187 | evaluate_round 10 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:02,659 | server.py:153 | FL finished in 4.417151523986831
FedAvg Server | INFO flwr 2024-03-19 17:06:02,660 | app.py:226 | app_fit: losses_distributed [(1, 0.9523360788822174), (2, 0.8494373619556427), (3, 0.8449577450752258), (4, 0.8371536552906036), (5, 0.8290322363376618), (6, 0.8266311943531036), (7, 0.8175484538078308), (8, 0.8239934086799622), (9, 0.818801200389862), (10, 0.82029829621315)]
FedAvg Server | INFO flwr 2024-03-19 17:06:02,660 | app.py:227 | app_fit: metrics_distributed_fit {}
FedAvg Server | INFO flwr 2024-03-19 17:06:02,660 | app.py:228 | app_fit: metrics_distributed {}
FedAvg Server | INFO flwr 2024-03-19 17:06:02,661 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9536521839630695), (2, 0.8514072357708988), (3, 0.8413967160456306), (4, 0.8324606659102046), (5, 0.8297087915516252), (6, 0.8254898319066563), (7, 0.8254030332558628), (8, 0.8222532350260808), (9, 0.8220548835364765), (10, 0.8198298047935801)]
FedAvg Server | INFO flwr 2024-03-19 17:06:02,661 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5759), (2, 0.6005), (3, 0.5891), (4, 0.5998), (5, 0.5993), (6, 0.6034), (7, 0.5999), (8, 0.6051), (9, 0.6044), (10, 0.6061)]}
FedAvg Server | INFO flwr 2024-03-19 17:06:07,647 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedAvg Server | INFO flwr 2024-03-19 17:06:07,655 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedAvg Server | INFO flwr 2024-03-19 17:06:07,655 | server.py:89 | Initializing global parameters
FedAvg Server | INFO flwr 2024-03-19 17:06:07,656 | server.py:276 | Requesting initial parameters from one random client
FedAvg Server | INFO flwr 2024-03-19 17:06:21,342 | server.py:280 | Received initial parameters from one random client
FedAvg Server | INFO flwr 2024-03-19 17:06:21,342 | server.py:91 | Evaluating initial parameters
FedAvg Server | INFO flwr 2024-03-19 17:06:21,372 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedAvg Server | INFO flwr 2024-03-19 17:06:21,375 | server.py:104 | FL starting
FedAvg Server | DEBUG flwr 2024-03-19 17:06:21,736 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:21,885 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedAvg Server | WARNING flwr 2024-03-19 17:06:21,886 | fedavg.py:250 | No fit_metrics_aggregation_fn provided
FedAvg Server | INFO flwr 2024-03-19 17:06:21,903 | server.py:125 | fit progress: (1, 0.9293761304902717, {'accuracy': 0.5884}, 0.5273483858909458)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:21,904 | server.py:173 | evaluate_round 1: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,014 | server.py:187 | evaluate_round 1 received 10 results and 0 failures
FedAvg Server | WARNING flwr 2024-03-19 17:06:22,014 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,015 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,301 | server.py:236 | fit_round 2 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:22,328 | server.py:125 | fit progress: (2, 0.8539677996217013, {'accuracy': 0.5903}, 0.9520840758923441)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,328 | server.py:173 | evaluate_round 2: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,420 | server.py:187 | evaluate_round 2 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,420 | server.py:222 | fit_round 3: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,655 | server.py:236 | fit_round 3 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:22,682 | server.py:125 | fit progress: (3, 0.8430709825386646, {'accuracy': 0.5898}, 1.3066479759290814)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,685 | server.py:173 | evaluate_round 3: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,771 | server.py:187 | evaluate_round 3 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:22,772 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,007 | server.py:236 | fit_round 4 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:23,044 | server.py:125 | fit progress: (4, 0.8356954678174344, {'accuracy': 0.5992}, 1.6689422549679875)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,050 | server.py:173 | evaluate_round 4: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,119 | server.py:187 | evaluate_round 4 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,120 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,336 | server.py:236 | fit_round 5 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:23,366 | server.py:125 | fit progress: (5, 0.8308959931417936, {'accuracy': 0.5979}, 1.9905454679392278)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,366 | server.py:173 | evaluate_round 5: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,446 | server.py:187 | evaluate_round 5 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,446 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,682 | server.py:236 | fit_round 6 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:23,712 | server.py:125 | fit progress: (6, 0.8281867482941018, {'accuracy': 0.6037}, 2.33677853399422)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,714 | server.py:173 | evaluate_round 6: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,777 | server.py:187 | evaluate_round 6 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:23,777 | server.py:222 | fit_round 7: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,005 | server.py:236 | fit_round 7 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:24,028 | server.py:125 | fit progress: (7, 0.8258890938334958, {'accuracy': 0.6005}, 2.652458236902021)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,030 | server.py:173 | evaluate_round 7: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,105 | server.py:187 | evaluate_round 7 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,105 | server.py:222 | fit_round 8: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,361 | server.py:236 | fit_round 8 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:24,379 | server.py:125 | fit progress: (8, 0.8243017248945658, {'accuracy': 0.6049}, 3.003299416974187)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,379 | server.py:173 | evaluate_round 8: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,463 | server.py:187 | evaluate_round 8 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,463 | server.py:222 | fit_round 9: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,676 | server.py:236 | fit_round 9 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:24,697 | server.py:125 | fit progress: (9, 0.8233879171104526, {'accuracy': 0.6032}, 3.321799762896262)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,700 | server.py:173 | evaluate_round 9: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,781 | server.py:187 | evaluate_round 9 received 10 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,781 | server.py:222 | fit_round 10: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:24,997 | server.py:236 | fit_round 10 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:25,020 | server.py:125 | fit progress: (10, 0.8213295701935189, {'accuracy': 0.6051}, 3.644494097912684)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:25,021 | server.py:173 | evaluate_round 10: strategy sampled 10 clients (out of 20)
FedAvg Server | DEBUG flwr 2024-03-19 17:06:25,092 | server.py:187 | evaluate_round 10 received 10 results and 0 failures
FedAvg Server | INFO flwr 2024-03-19 17:06:25,092 | server.py:153 | FL finished in 3.716919555910863
FedAvg Server | INFO flwr 2024-03-19 17:06:25,093 | app.py:226 | app_fit: losses_distributed [(1, 0.9145933568477631), (2, 0.8568670153617859), (3, 0.8537510871887207), (4, 0.8399749219417572), (5, 0.8344029426574707), (6, 0.8335316896438598), (7, 0.8393456399440765), (8, 0.83414306640625), (9, 0.8287862300872803), (10, 0.8306633830070496)]
FedAvg Server | INFO flwr 2024-03-19 17:06:25,093 | app.py:227 | app_fit: metrics_distributed_fit {}
FedAvg Server | INFO flwr 2024-03-19 17:06:25,093 | app.py:228 | app_fit: metrics_distributed {}
FedAvg Server | INFO flwr 2024-03-19 17:06:25,094 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9293761304902717), (2, 0.8539677996217013), (3, 0.8430709825386646), (4, 0.8356954678174344), (5, 0.8308959931417936), (6, 0.8281867482941018), (7, 0.8258890938334958), (8, 0.8243017248945658), (9, 0.8233879171104526), (10, 0.8213295701935189)]
FedAvg Server | INFO flwr 2024-03-19 17:06:25,094 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5884), (2, 0.5903), (3, 0.5898), (4, 0.5992), (5, 0.5979), (6, 0.6037), (7, 0.6005), (8, 0.6049), (9, 0.6032), (10, 0.6051)]}
FedAvg Server | INFO flwr 2024-03-19 17:06:31,145 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
