Krum Server | INFO flwr 2024-03-20 03:59:06,928 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-20 04:02:16,974 | server.py:125 | fit progress: (7, 0.8378600694097653, {'accuracy': 0.6}, 11.816281213075854)
Krum Server | DEBUG flwr 2024-03-20 04:02:16,975 | server.py:173 | evaluate_round 7: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:02:17,332 | server.py:187 | evaluate_round 7 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:02:17,333 | server.py:222 | fit_round 8: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:02:17,586 | server.py:236 | fit_round 8 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:02:17,650 | server.py:125 | fit progress: (8, 0.8423066277077956, {'accuracy': 0.5959}, 12.492990240105428)
Krum Server | DEBUG flwr 2024-03-20 04:02:17,652 | server.py:173 | evaluate_round 8: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:02:17,983 | server.py:187 | evaluate_round 8 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:02:17,984 | server.py:222 | fit_round 9: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:02:18,237 | server.py:236 | fit_round 9 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:02:18,346 | server.py:125 | fit progress: (9, 0.8319854207178283, {'accuracy': 0.6037}, 13.188921181019396)
Krum Server | DEBUG flwr 2024-03-20 04:02:18,347 | server.py:173 | evaluate_round 9: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:02:18,756 | server.py:187 | evaluate_round 9 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:02:18,757 | server.py:222 | fit_round 10: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:02:19,006 | server.py:236 | fit_round 10 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:02:19,123 | server.py:125 | fit progress: (10, 0.8357324501300994, {'accuracy': 0.6017}, 13.965941459056921)
Krum Server | DEBUG flwr 2024-03-20 04:02:19,126 | server.py:173 | evaluate_round 10: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:02:19,450 | server.py:187 | evaluate_round 10 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:02:19,451 | server.py:153 | FL finished in 14.293122924049385
Krum Server | INFO flwr 2024-03-20 04:02:19,451 | app.py:226 | app_fit: losses_distributed [(1, 0.9450361555814744), (2, 0.9442009848356246), (3, 0.9790276539325714), (4, 0.8437407785654067), (5, 0.849336388707161), (6, 0.8457860243320465), (7, 0.8356492507457733), (8, 0.8360899662971497), (9, 0.8302567362785339), (10, 0.8317976206541061)]
Krum Server | INFO flwr 2024-03-20 04:02:19,451 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-20 04:02:19,451 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-20 04:02:19,451 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9367021175732065), (2, 0.9484429583069254), (3, 0.9626467499391128), (4, 0.8462067971261775), (5, 0.8526431352186749), (6, 0.8522657360219736), (7, 0.8378600694097653), (8, 0.8423066277077956), (9, 0.8319854207178283), (10, 0.8357324501300994)]
Krum Server | INFO flwr 2024-03-20 04:02:19,451 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5724), (2, 0.5375), (3, 0.5983), (4, 0.5974), (5, 0.5872), (6, 0.5952), (7, 0.6), (8, 0.5959), (9, 0.6037), (10, 0.6017)]}
Krum Server | INFO flwr 2024-03-20 04:02:24,751 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-20 04:02:24,770 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-20 04:02:24,770 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-20 04:02:24,771 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 04:03:43,558 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 04:03:43,558 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-20 04:03:43,591 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-20 04:03:43,594 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-20 04:03:52,743 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:52,809 | server.py:236 | fit_round 1 received 2 results and 0 failures
Krum Server | WARNING flwr 2024-03-20 04:03:52,810 | krum.py:153 | No fit_metrics_aggregation_fn provided
Krum Server | INFO flwr 2024-03-20 04:03:52,839 | server.py:125 | fit progress: (1, 0.9772882322318628, {'accuracy': 0.5712}, 9.244590991991572)
Krum Server | DEBUG flwr 2024-03-20 04:03:52,842 | server.py:173 | evaluate_round 1: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:53,563 | server.py:187 | evaluate_round 1 received 100 results and 0 failures
Krum Server | WARNING flwr 2024-03-20 04:03:53,563 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
Krum Server | DEBUG flwr 2024-03-20 04:03:53,563 | server.py:222 | fit_round 2: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:53,828 | server.py:236 | fit_round 2 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:53,944 | server.py:125 | fit progress: (2, 1.030880671382578, {'accuracy': 0.5078}, 10.349149766960181)
Krum Server | DEBUG flwr 2024-03-20 04:03:53,947 | server.py:173 | evaluate_round 2: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:54,291 | server.py:187 | evaluate_round 2 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:54,292 | server.py:222 | fit_round 3: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:54,549 | server.py:236 | fit_round 3 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:54,664 | server.py:125 | fit progress: (3, 0.9698414567581898, {'accuracy': 0.5892}, 11.069128526956774)
Krum Server | DEBUG flwr 2024-03-20 04:03:54,667 | server.py:173 | evaluate_round 3: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:54,999 | server.py:187 | evaluate_round 3 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:55,000 | server.py:222 | fit_round 4: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:55,248 | server.py:236 | fit_round 4 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:55,371 | server.py:125 | fit progress: (4, 0.8492065226511337, {'accuracy': 0.5938}, 11.776238624937832)
Krum Server | DEBUG flwr 2024-03-20 04:03:55,372 | server.py:173 | evaluate_round 4: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:55,696 | server.py:187 | evaluate_round 4 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:55,697 | server.py:222 | fit_round 5: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:55,947 | server.py:236 | fit_round 5 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:56,073 | server.py:125 | fit progress: (5, 0.8727270755460282, {'accuracy': 0.5836}, 12.478022997034714)
Krum Server | DEBUG flwr 2024-03-20 04:03:56,074 | server.py:173 | evaluate_round 5: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:56,389 | server.py:187 | evaluate_round 5 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:56,389 | server.py:222 | fit_round 6: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:56,645 | server.py:236 | fit_round 6 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:56,708 | server.py:125 | fit progress: (6, 0.847908209662574, {'accuracy': 0.5862}, 13.112854734994471)
Krum Server | DEBUG flwr 2024-03-20 04:03:56,709 | server.py:173 | evaluate_round 6: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:57,033 | server.py:187 | evaluate_round 6 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:57,033 | server.py:222 | fit_round 7: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:57,278 | server.py:236 | fit_round 7 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:57,394 | server.py:125 | fit progress: (7, 0.8451324657830235, {'accuracy': 0.5899}, 13.79942952899728)
Krum Server | DEBUG flwr 2024-03-20 04:03:57,395 | server.py:173 | evaluate_round 7: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:57,726 | server.py:187 | evaluate_round 7 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:57,727 | server.py:222 | fit_round 8: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:57,973 | server.py:236 | fit_round 8 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:58,093 | server.py:125 | fit progress: (8, 0.840244267653326, {'accuracy': 0.5888}, 14.498568446957506)
Krum Server | DEBUG flwr 2024-03-20 04:03:58,096 | server.py:173 | evaluate_round 8: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:58,422 | server.py:187 | evaluate_round 8 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:58,422 | server.py:222 | fit_round 9: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:58,671 | server.py:236 | fit_round 9 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:58,748 | server.py:125 | fit progress: (9, 0.8411633741111555, {'accuracy': 0.5911}, 15.15321097895503)
Krum Server | DEBUG flwr 2024-03-20 04:03:58,749 | server.py:173 | evaluate_round 9: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:59,115 | server.py:187 | evaluate_round 9 received 100 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 04:03:59,116 | server.py:222 | fit_round 10: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:59,369 | server.py:236 | fit_round 10 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:59,489 | server.py:125 | fit progress: (10, 0.8444667099815973, {'accuracy': 0.577}, 15.89404631301295)
Krum Server | DEBUG flwr 2024-03-20 04:03:59,492 | server.py:173 | evaluate_round 10: strategy sampled 100 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:03:59,805 | server.py:187 | evaluate_round 10 received 100 results and 0 failures
Krum Server | INFO flwr 2024-03-20 04:03:59,806 | server.py:153 | FL finished in 16.210947082960047
Krum Server | INFO flwr 2024-03-20 04:03:59,806 | app.py:226 | app_fit: losses_distributed [(1, 0.981542536020279), (2, 1.036710306406021), (3, 0.9847058439254761), (4, 0.8463138103485107), (5, 0.8798144382238388), (6, 0.8485724604129792), (7, 0.848081624507904), (8, 0.8433964169025421), (9, 0.8430243802070617), (10, 0.8510248500108719)]
Krum Server | INFO flwr 2024-03-20 04:03:59,806 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-20 04:03:59,806 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-20 04:03:59,806 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9772882322318628), (2, 1.030880671382578), (3, 0.9698414567581898), (4, 0.8492065226511337), (5, 0.8727270755460282), (6, 0.847908209662574), (7, 0.8451324657830235), (8, 0.840244267653326), (9, 0.8411633741111555), (10, 0.8444667099815973)]
Krum Server | INFO flwr 2024-03-20 04:03:59,806 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5712), (2, 0.5078), (3, 0.5892), (4, 0.5938), (5, 0.5836), (6, 0.5862), (7, 0.5899), (8, 0.5888), (9, 0.5911), (10, 0.577)]}
Krum Server | INFO flwr 2024-03-20 04:04:05,012 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-20 04:04:05,021 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-20 04:04:05,022 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-20 04:04:05,022 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 04:05:24,958 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 04:05:24,958 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-20 04:05:24,990 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-20 04:05:24,993 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-20 04:05:31,245 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 04:05:31,258 | server.py:236 | fit_round 1 received 2 results and 0 failures
