Krum Server | INFO flwr 2024-03-20 02:56:44,527 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | DEBUG flwr 2024-03-20 02:58:14,675 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:58:14,802 | server.py:236 | fit_round 9 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:58:14,864 | server.py:125 | fit progress: (9, 0.8468505144541612, {'accuracy': 0.5843}, 8.657193328021094)
Krum Server | DEBUG flwr 2024-03-20 02:58:14,867 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:58:15,050 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:58:15,051 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:58:15,190 | server.py:236 | fit_round 10 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:58:15,248 | server.py:125 | fit progress: (10, 0.8328588182373453, {'accuracy': 0.6043}, 9.041039519011974)
Krum Server | DEBUG flwr 2024-03-20 02:58:15,253 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:58:15,425 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:58:15,425 | server.py:153 | FL finished in 9.217847489984706
Krum Server | INFO flwr 2024-03-20 02:58:15,426 | app.py:226 | app_fit: losses_distributed [(1, 0.9774162578582763), (2, 0.9700797867774963), (3, 0.99867058634758), (4, 0.8592954909801483), (5, 0.8727144360542297), (6, 0.8470257461071015), (7, 0.852137131690979), (8, 0.8407487380504608), (9, 0.8502978515625), (10, 0.8338166880607605)]
Krum Server | INFO flwr 2024-03-20 02:58:15,426 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-20 02:58:15,426 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-20 02:58:15,426 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9731355447149461), (2, 0.968829216243277), (3, 0.980125235774252), (4, 0.8546908553151188), (5, 0.8702217968546138), (6, 0.8396915471524553), (7, 0.8505181900725869), (8, 0.8341377364677784), (9, 0.8468505144541612), (10, 0.8328588182373453)]
Krum Server | INFO flwr 2024-03-20 02:58:15,426 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.544), (2, 0.5281), (3, 0.5868), (4, 0.5934), (5, 0.5796), (6, 0.5952), (7, 0.5936), (8, 0.6046), (9, 0.5843), (10, 0.6043)]}
Krum Server | INFO flwr 2024-03-20 02:58:20,667 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-20 02:58:20,676 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-20 02:58:20,676 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-20 02:58:20,676 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 02:59:40,509 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 02:59:40,509 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-20 02:59:40,528 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-20 02:59:40,529 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-20 02:59:47,397 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:47,451 | server.py:236 | fit_round 1 received 2 results and 0 failures
Krum Server | WARNING flwr 2024-03-20 02:59:47,452 | krum.py:153 | No fit_metrics_aggregation_fn provided
Krum Server | INFO flwr 2024-03-20 02:59:47,469 | server.py:125 | fit progress: (1, 0.9967961601993206, {'accuracy': 0.5439}, 6.939993686974049)
Krum Server | DEBUG flwr 2024-03-20 02:59:47,470 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,051 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
Krum Server | WARNING flwr 2024-03-20 02:59:48,051 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
Krum Server | DEBUG flwr 2024-03-20 02:59:48,051 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,208 | server.py:236 | fit_round 2 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:48,272 | server.py:125 | fit progress: (2, 0.985417944879951, {'accuracy': 0.5233}, 7.743356060003862)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,274 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,483 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:48,484 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,630 | server.py:236 | fit_round 3 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:48,667 | server.py:125 | fit progress: (3, 1.0096826923001785, {'accuracy': 0.5843}, 8.13818418898154)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,668 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,860 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:48,860 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:48,989 | server.py:236 | fit_round 4 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:49,057 | server.py:125 | fit progress: (4, 0.9655968013742268, {'accuracy': 0.526}, 8.527914045960642)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,060 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,244 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:49,244 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,388 | server.py:236 | fit_round 5 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:49,447 | server.py:125 | fit progress: (5, 1.008981302126647, {'accuracy': 0.5882}, 8.917920759995468)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,449 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,629 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:49,629 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,755 | server.py:236 | fit_round 6 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:49,787 | server.py:125 | fit progress: (6, 0.9501534675295809, {'accuracy': 0.5399}, 9.258245602017269)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,788 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:49,981 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:49,982 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,120 | server.py:236 | fit_round 7 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:50,176 | server.py:125 | fit progress: (7, 0.8447028458424136, {'accuracy': 0.5989}, 9.647317263996229)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,177 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,350 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:50,350 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,481 | server.py:236 | fit_round 8 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:50,539 | server.py:125 | fit progress: (8, 0.8550656710012976, {'accuracy': 0.5851}, 10.010390689014457)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,543 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,726 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:50,727 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,871 | server.py:236 | fit_round 9 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:50,903 | server.py:125 | fit progress: (9, 0.8379586721844554, {'accuracy': 0.6037}, 10.373788136057556)
Krum Server | DEBUG flwr 2024-03-20 02:59:50,904 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:51,072 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 02:59:51,073 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:51,203 | server.py:236 | fit_round 10 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:51,253 | server.py:125 | fit progress: (10, 0.8453418584343954, {'accuracy': 0.5871}, 10.724069332005456)
Krum Server | DEBUG flwr 2024-03-20 02:59:51,257 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 02:59:51,425 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 02:59:51,425 | server.py:153 | FL finished in 10.896436774055474
Krum Server | INFO flwr 2024-03-20 02:59:51,426 | app.py:226 | app_fit: losses_distributed [(1, 1.0129762375354767), (2, 1.0118379199504852), (3, 1.0317189002037048), (4, 0.9867851841449737), (5, 1.0411134934425355), (6, 0.9764869892597199), (7, 0.8476216197013855), (8, 0.8706737589836121), (9, 0.8439501678943634), (10, 0.8588295447826385)]
Krum Server | INFO flwr 2024-03-20 02:59:51,426 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-20 02:59:51,426 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-20 02:59:51,427 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9967961601993206), (2, 0.985417944879951), (3, 1.0096826923001785), (4, 0.9655968013742268), (5, 1.008981302126647), (6, 0.9501534675295809), (7, 0.8447028458424136), (8, 0.8550656710012976), (9, 0.8379586721844554), (10, 0.8453418584343954)]
Krum Server | INFO flwr 2024-03-20 02:59:51,427 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5439), (2, 0.5233), (3, 0.5843), (4, 0.526), (5, 0.5882), (6, 0.5399), (7, 0.5989), (8, 0.5851), (9, 0.6037), (10, 0.5871)]}
Krum Server | INFO flwr 2024-03-20 02:59:56,623 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-20 02:59:56,634 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-20 02:59:56,634 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-20 02:59:56,634 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 03:01:16,512 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 03:01:16,512 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-20 03:01:16,534 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-20 03:01:16,534 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-20 03:01:23,517 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:23,539 | server.py:236 | fit_round 1 received 2 results and 0 failures
Krum Server | WARNING flwr 2024-03-20 03:01:23,540 | krum.py:153 | No fit_metrics_aggregation_fn provided
Krum Server | INFO flwr 2024-03-20 03:01:23,564 | server.py:125 | fit progress: (1, 0.9375407282889661, {'accuracy': 0.5583}, 7.029573583044112)
Krum Server | DEBUG flwr 2024-03-20 03:01:23,567 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:24,067 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
Krum Server | WARNING flwr 2024-03-20 03:01:24,067 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
Krum Server | DEBUG flwr 2024-03-20 03:01:24,067 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:24,228 | server.py:236 | fit_round 2 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:24,284 | server.py:125 | fit progress: (2, 0.9998876332462998, {'accuracy': 0.5229}, 7.749058292945847)
Krum Server | DEBUG flwr 2024-03-20 03:01:24,287 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:24,481 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:24,481 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:24,615 | server.py:236 | fit_round 3 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:24,659 | server.py:125 | fit progress: (3, 0.9658556496165686, {'accuracy': 0.5895}, 8.12370312702842)
Krum Server | DEBUG flwr 2024-03-20 03:01:24,659 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:24,866 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:24,866 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,000 | server.py:236 | fit_round 4 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:25,031 | server.py:125 | fit progress: (4, 0.8588899687850878, {'accuracy': 0.5889}, 8.495946828043088)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,031 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,208 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:25,209 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,346 | server.py:236 | fit_round 5 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:25,394 | server.py:125 | fit progress: (5, 0.8625493372331233, {'accuracy': 0.591}, 8.859500337042846)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,395 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,579 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:25,580 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,714 | server.py:236 | fit_round 6 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:25,776 | server.py:125 | fit progress: (6, 0.841327962826986, {'accuracy': 0.5964}, 9.24127461493481)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,778 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:25,950 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:25,950 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,078 | server.py:236 | fit_round 7 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:26,134 | server.py:125 | fit progress: (7, 0.8715626332800033, {'accuracy': 0.599}, 9.599676926038228)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,138 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,341 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:26,342 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,481 | server.py:236 | fit_round 8 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:26,541 | server.py:125 | fit progress: (8, 0.8428042618609873, {'accuracy': 0.5934}, 10.00611904996913)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,544 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,711 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:26,711 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,839 | server.py:236 | fit_round 9 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:26,902 | server.py:125 | fit progress: (9, 0.8650102088277506, {'accuracy': 0.5916}, 10.36694274994079)
Krum Server | DEBUG flwr 2024-03-20 03:01:26,905 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:27,073 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
Krum Server | DEBUG flwr 2024-03-20 03:01:27,074 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:27,202 | server.py:236 | fit_round 10 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:27,260 | server.py:125 | fit progress: (10, 0.8401463516096644, {'accuracy': 0.5889}, 10.724980385042727)
Krum Server | DEBUG flwr 2024-03-20 03:01:27,264 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:01:27,426 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
Krum Server | INFO flwr 2024-03-20 03:01:27,427 | server.py:153 | FL finished in 10.891892830026336
Krum Server | INFO flwr 2024-03-20 03:01:27,427 | app.py:226 | app_fit: losses_distributed [(1, 0.9463792037963867), (2, 1.006930958032608), (3, 0.9720570361614227), (4, 0.8523579657077789), (5, 0.8625134468078614), (6, 0.8363776779174805), (7, 0.8689078259468078), (8, 0.8423054957389832), (9, 0.8652171277999878), (10, 0.843848557472229)]
Krum Server | INFO flwr 2024-03-20 03:01:27,427 | app.py:227 | app_fit: metrics_distributed_fit {}
Krum Server | INFO flwr 2024-03-20 03:01:27,427 | app.py:228 | app_fit: metrics_distributed {}
Krum Server | INFO flwr 2024-03-20 03:01:27,427 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9375407282889661), (2, 0.9998876332462998), (3, 0.9658556496165686), (4, 0.8588899687850878), (5, 0.8625493372331233), (6, 0.841327962826986), (7, 0.8715626332800033), (8, 0.8428042618609873), (9, 0.8650102088277506), (10, 0.8401463516096644)]
Krum Server | INFO flwr 2024-03-20 03:01:27,427 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5583), (2, 0.5229), (3, 0.5895), (4, 0.5889), (5, 0.591), (6, 0.5964), (7, 0.599), (8, 0.5934), (9, 0.5916), (10, 0.5889)]}
Krum Server | INFO flwr 2024-03-20 03:01:32,623 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
Krum Server | INFO flwr 2024-03-20 03:01:32,638 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
Krum Server | INFO flwr 2024-03-20 03:01:32,638 | server.py:89 | Initializing global parameters
Krum Server | INFO flwr 2024-03-20 03:01:32,638 | server.py:276 | Requesting initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 03:02:53,315 | server.py:280 | Received initial parameters from one random client
Krum Server | INFO flwr 2024-03-20 03:02:53,315 | server.py:91 | Evaluating initial parameters
Krum Server | INFO flwr 2024-03-20 03:02:53,336 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
Krum Server | INFO flwr 2024-03-20 03:02:53,337 | server.py:104 | FL starting
Krum Server | DEBUG flwr 2024-03-20 03:02:58,755 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
Krum Server | DEBUG flwr 2024-03-20 03:02:58,769 | server.py:236 | fit_round 1 received 2 results and 0 failures
