FedTrimmedAvg Server | INFO flwr 2024-03-20 02:39:57,177 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:44,683 | server.py:104 | FL starting
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:51,539 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:51,557 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-20 02:43:51,558 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:51,574 | server.py:125 | fit progress: (1, 0.9438230745355893, {'accuracy': 0.5681}, 6.891008649021387)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:51,575 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,157 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-20 02:43:52,157 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,158 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,351 | server.py:236 | fit_round 2 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:52,372 | server.py:125 | fit progress: (2, 0.9119610625522817, {'accuracy': 0.5416}, 7.688702716026455)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,372 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,561 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,562 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,698 | server.py:236 | fit_round 3 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:52,737 | server.py:125 | fit progress: (3, 0.883310356408886, {'accuracy': 0.5973}, 8.053512473939918)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,739 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,919 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:52,919 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,060 | server.py:236 | fit_round 4 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:53,098 | server.py:125 | fit progress: (4, 0.8343842652358393, {'accuracy': 0.6032}, 8.414715333026834)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,101 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,273 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,274 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,413 | server.py:236 | fit_round 5 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:53,437 | server.py:125 | fit progress: (5, 0.8428312995230334, {'accuracy': 0.5894}, 8.753503837040626)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,437 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,611 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,612 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,757 | server.py:236 | fit_round 6 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:53,802 | server.py:125 | fit progress: (6, 0.8272561786996999, {'accuracy': 0.5991}, 9.118432965944521)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,803 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,967 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:53,967 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,099 | server.py:236 | fit_round 7 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:54,136 | server.py:125 | fit progress: (7, 0.8354918446275164, {'accuracy': 0.5977}, 9.453037663013674)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,140 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,301 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,302 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,436 | server.py:236 | fit_round 8 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:54,477 | server.py:125 | fit progress: (8, 0.8252033870892279, {'accuracy': 0.6032}, 9.793630060041323)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,478 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,643 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,644 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,772 | server.py:236 | fit_round 9 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:54,795 | server.py:125 | fit progress: (9, 0.8326523590493827, {'accuracy': 0.5951}, 10.11194286996033)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,796 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,965 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:54,966 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:55,095 | server.py:236 | fit_round 10 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:55,134 | server.py:125 | fit progress: (10, 0.8236371210464053, {'accuracy': 0.6052}, 10.451149099040776)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:55,137 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:43:55,302 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:55,302 | server.py:153 | FL finished in 10.618718452984467
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:55,302 | app.py:226 | app_fit: losses_distributed [(1, 0.9540565371513366), (2, 0.9071894276142121), (3, 0.8897974956035614), (4, 0.8331802797317505), (5, 0.845384705066681), (6, 0.8317011308670044), (7, 0.8289364123344422), (8, 0.8216574347019195), (9, 0.834128280878067), (10, 0.8137754440307617)]
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:55,303 | app.py:227 | app_fit: metrics_distributed_fit {}
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:55,303 | app.py:228 | app_fit: metrics_distributed {}
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:55,303 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9438230745355893), (2, 0.9119610625522817), (3, 0.883310356408886), (4, 0.8343842652358393), (5, 0.8428312995230334), (6, 0.8272561786996999), (7, 0.8354918446275164), (8, 0.8252033870892279), (9, 0.8326523590493827), (10, 0.8236371210464053)]
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:43:55,303 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5681), (2, 0.5416), (3, 0.5973), (4, 0.6032), (5, 0.5894), (6, 0.5991), (7, 0.5977), (8, 0.6032), (9, 0.5951), (10, 0.6052)]}
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:44:00,548 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:44:00,570 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:44:00,570 | server.py:89 | Initializing global parameters
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:44:00,570 | server.py:276 | Requesting initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:19,628 | server.py:280 | Received initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:19,628 | server.py:91 | Evaluating initial parameters
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:19,659 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:19,662 | server.py:104 | FL starting
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:26,509 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:26,574 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-20 02:45:26,576 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:26,600 | server.py:125 | fit progress: (1, 0.9694573028018604, {'accuracy': 0.5371}, 6.937444404000416)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:26,603 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,283 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-03-20 02:45:27,283 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,283 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,521 | server.py:236 | fit_round 2 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:27,560 | server.py:125 | fit progress: (2, 0.9050412730006526, {'accuracy': 0.5461}, 7.897178677027114)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,564 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,774 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,774 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,908 | server.py:236 | fit_round 3 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:27,947 | server.py:125 | fit progress: (3, 0.9183591418997279, {'accuracy': 0.6113}, 8.284403947996907)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:27,948 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,122 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,122 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,261 | server.py:236 | fit_round 4 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:28,285 | server.py:125 | fit progress: (4, 0.8358387330478021, {'accuracy': 0.6026}, 8.622485316940583)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,286 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,457 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,457 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,593 | server.py:236 | fit_round 5 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:28,634 | server.py:125 | fit progress: (5, 0.8375386755121366, {'accuracy': 0.5909}, 8.971213127952069)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,636 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,810 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,810 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,947 | server.py:236 | fit_round 6 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:28,983 | server.py:125 | fit progress: (6, 0.8280082597340997, {'accuracy': 0.6001}, 9.320615179021843)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:28,983 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,158 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,158 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,293 | server.py:236 | fit_round 7 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:29,315 | server.py:125 | fit progress: (7, 0.8334606258899772, {'accuracy': 0.594}, 9.652136159944348)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,315 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,478 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,478 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,610 | server.py:236 | fit_round 8 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:29,653 | server.py:125 | fit progress: (8, 0.8251641073154852, {'accuracy': 0.6014}, 9.990108444937505)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,655 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,821 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,821 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,949 | server.py:236 | fit_round 9 received 50 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-03-20 02:45:29,992 | server.py:125 | fit progress: (9, 0.8321982525358393, {'accuracy': 0.596}, 10.329447458963841)
FedTrimmedAvg Server | DEBUG flwr 2024-03-20 02:45:29,994 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
