FedTrimmedAvg Server | INFO flwr 2024-04-02 10:05:26,526 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:40,789 | server.py:187 | evaluate_round 2 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:40,790 | server.py:222 | fit_round 3: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:41,651 | server.py:236 | fit_round 3 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:41,687 | server.py:125 | fit progress: (3, 0.8558831811691845, {'accuracy': 0.591}, 81.91540557483677)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:41,688 | server.py:173 | evaluate_round 3: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:42,483 | server.py:187 | evaluate_round 3 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:42,483 | server.py:222 | fit_round 4: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:43,114 | server.py:236 | fit_round 4 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:43,263 | server.py:125 | fit progress: (4, 0.8361801152911145, {'accuracy': 0.5982}, 83.49060755001847)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:43,267 | server.py:173 | evaluate_round 4: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:44,039 | server.py:187 | evaluate_round 4 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:44,040 | server.py:222 | fit_round 5: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:44,653 | server.py:236 | fit_round 5 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:44,689 | server.py:125 | fit progress: (5, 0.8423769627741109, {'accuracy': 0.5924}, 84.9168062970275)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:44,691 | server.py:173 | evaluate_round 5: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:45,461 | server.py:187 | evaluate_round 5 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:45,462 | server.py:222 | fit_round 6: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:46,068 | server.py:236 | fit_round 6 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:46,137 | server.py:125 | fit progress: (6, 0.8293432807227525, {'accuracy': 0.5998}, 86.36533589090686)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:46,141 | server.py:173 | evaluate_round 6: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:46,894 | server.py:187 | evaluate_round 6 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:46,895 | server.py:222 | fit_round 7: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:47,491 | server.py:236 | fit_round 7 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:47,555 | server.py:125 | fit progress: (7, 0.8357381502492646, {'accuracy': 0.5973}, 87.78271578985732)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:47,559 | server.py:173 | evaluate_round 7: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:48,311 | server.py:187 | evaluate_round 7 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:48,312 | server.py:222 | fit_round 8: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:48,908 | server.py:236 | fit_round 8 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:48,967 | server.py:125 | fit progress: (8, 0.8264708445281903, {'accuracy': 0.6006}, 89.19490848400164)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:48,969 | server.py:173 | evaluate_round 8: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:49,731 | server.py:187 | evaluate_round 8 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:49,732 | server.py:222 | fit_round 9: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:50,350 | server.py:236 | fit_round 9 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:50,415 | server.py:125 | fit progress: (9, 0.8322280554793507, {'accuracy': 0.5989}, 90.64312994189095)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:50,419 | server.py:173 | evaluate_round 9: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:51,168 | server.py:187 | evaluate_round 9 received 187 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:51,169 | server.py:222 | fit_round 10: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:51,765 | server.py:236 | fit_round 10 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:51,801 | server.py:125 | fit progress: (10, 0.8247134514867094, {'accuracy': 0.6019}, 92.02894633484539)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:51,802 | server.py:173 | evaluate_round 10: strategy sampled 187 clients (out of 187)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:09:52,548 | server.py:187 | evaluate_round 10 received 187 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:52,548 | server.py:153 | FL finished in 92.77635016583372
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:52,549 | app.py:226 | app_fit: losses_distributed [(1, 0.9806133700073312), (2, 0.9182789676329669), (3, 0.8620005524094729), (4, 0.8406099473091371), (5, 0.8486236499592582), (6, 0.8332653456830723), (7, 0.8415511049688819), (8, 0.8319788049249088), (9, 0.8377688762975887), (10, 0.830424477072323)]
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:52,549 | app.py:227 | app_fit: metrics_distributed_fit {}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:52,549 | app.py:228 | app_fit: metrics_distributed {}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:52,550 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.96976436568634), (2, 0.9090324484364588), (3, 0.8558831811691845), (4, 0.8361801152911145), (5, 0.8423769627741109), (6, 0.8293432807227525), (7, 0.8357381502492646), (8, 0.8264708445281903), (9, 0.8322280554793507), (10, 0.8247134514867094)]
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:52,550 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5557), (2, 0.5487), (3, 0.591), (4, 0.5982), (5, 0.5924), (6, 0.5998), (7, 0.5973), (8, 0.6006), (9, 0.5989), (10, 0.6019)]}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:58,292 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:58,309 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:58,310 | server.py:89 | Initializing global parameters
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:09:58,310 | server.py:276 | Requesting initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:12:50,995 | server.py:280 | Received initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:12:50,995 | server.py:91 | Evaluating initial parameters
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:12:51,030 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:12:51,033 | server.py:104 | FL starting
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:29,984 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:30,228 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-04-02 10:14:30,229 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:30,257 | server.py:125 | fit progress: (1, 0.9544501538895785, {'accuracy': 0.5602}, 99.22204367280938)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:30,260 | server.py:173 | evaluate_round 1: strategy sampled 108 clients (out of 108)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:36,222 | server.py:187 | evaluate_round 1 received 108 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-04-02 10:14:36,222 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:36,223 | server.py:222 | fit_round 2: strategy sampled 181 clients (out of 181)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:38,277 | server.py:236 | fit_round 2 received 181 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:38,338 | server.py:125 | fit progress: (2, 0.9163014159090599, {'accuracy': 0.5459}, 107.30374071002007)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:38,340 | server.py:173 | evaluate_round 2: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:39,141 | server.py:187 | evaluate_round 2 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:39,141 | server.py:222 | fit_round 3: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:39,769 | server.py:236 | fit_round 3 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:39,832 | server.py:125 | fit progress: (3, 0.8595980485314887, {'accuracy': 0.593}, 108.79771157703362)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:39,835 | server.py:173 | evaluate_round 3: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:40,597 | server.py:187 | evaluate_round 3 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:40,597 | server.py:222 | fit_round 4: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:41,407 | server.py:236 | fit_round 4 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:41,551 | server.py:125 | fit progress: (4, 0.8349734612285789, {'accuracy': 0.6033}, 110.51652753399685)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:41,555 | server.py:173 | evaluate_round 4: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:42,332 | server.py:187 | evaluate_round 4 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:42,333 | server.py:222 | fit_round 5: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:42,956 | server.py:236 | fit_round 5 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:43,007 | server.py:125 | fit progress: (5, 0.841754648584566, {'accuracy': 0.5916}, 111.97224427293986)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:43,009 | server.py:173 | evaluate_round 5: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:43,770 | server.py:187 | evaluate_round 5 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:43,771 | server.py:222 | fit_round 6: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:44,356 | server.py:236 | fit_round 6 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:44,403 | server.py:125 | fit progress: (6, 0.8285075991007604, {'accuracy': 0.6021}, 113.36797166988254)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:44,403 | server.py:173 | evaluate_round 6: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:45,152 | server.py:187 | evaluate_round 6 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:45,152 | server.py:222 | fit_round 7: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:45,736 | server.py:236 | fit_round 7 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:45,801 | server.py:125 | fit progress: (7, 0.8359056502525748, {'accuracy': 0.5945}, 114.76675559091382)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:45,806 | server.py:173 | evaluate_round 7: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:46,551 | server.py:187 | evaluate_round 7 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:46,552 | server.py:222 | fit_round 8: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:47,132 | server.py:236 | fit_round 8 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:47,197 | server.py:125 | fit progress: (8, 0.8257662423329662, {'accuracy': 0.602}, 116.16250423784368)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:47,200 | server.py:173 | evaluate_round 8: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:47,952 | server.py:187 | evaluate_round 8 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:47,953 | server.py:222 | fit_round 9: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:48,541 | server.py:236 | fit_round 9 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:48,608 | server.py:125 | fit progress: (9, 0.8326013629057095, {'accuracy': 0.5979}, 117.57335533481091)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:48,612 | server.py:173 | evaluate_round 9: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:49,343 | server.py:187 | evaluate_round 9 received 183 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:49,344 | server.py:222 | fit_round 10: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:49,957 | server.py:236 | fit_round 10 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:50,020 | server.py:125 | fit progress: (10, 0.8241114911246216, {'accuracy': 0.6024}, 118.98503948096186)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:50,024 | server.py:173 | evaluate_round 10: strategy sampled 183 clients (out of 183)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:14:50,886 | server.py:187 | evaluate_round 10 received 183 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:50,888 | server.py:153 | FL finished in 119.85373704601079
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:50,890 | app.py:226 | app_fit: losses_distributed [(1, 0.9704416267297886), (2, 0.9268337898567075), (3, 0.8668899617559923), (4, 0.8389833064678588), (5, 0.8481469929544001), (6, 0.8329016282910207), (7, 0.8415355675858878), (8, 0.8303033615070614), (9, 0.8379571757029965), (10, 0.8287158067760572)]
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:50,892 | app.py:227 | app_fit: metrics_distributed_fit {}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:50,893 | app.py:228 | app_fit: metrics_distributed {}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:50,894 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9544501538895785), (2, 0.9163014159090599), (3, 0.8595980485314887), (4, 0.8349734612285789), (5, 0.841754648584566), (6, 0.8285075991007604), (7, 0.8359056502525748), (8, 0.8257662423329662), (9, 0.8326013629057095), (10, 0.8241114911246216)]
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:50,895 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5602), (2, 0.5459), (3, 0.593), (4, 0.6033), (5, 0.5916), (6, 0.6021), (7, 0.5945), (8, 0.602), (9, 0.5979), (10, 0.6024)]}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:56,607 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:56,620 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:56,620 | server.py:89 | Initializing global parameters
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:14:56,620 | server.py:276 | Requesting initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:17:47,708 | server.py:280 | Received initial parameters from one random client
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:17:47,708 | server.py:91 | Evaluating initial parameters
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:17:47,730 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:17:47,732 | server.py:104 | FL starting
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:18:59,651 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:18:59,937 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-04-02 10:18:59,938 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:18:59,958 | server.py:125 | fit progress: (1, 0.9678353753042734, {'accuracy': 0.5389}, 72.22456597001292)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:18:59,959 | server.py:173 | evaluate_round 1: strategy sampled 106 clients (out of 106)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:04,596 | server.py:187 | evaluate_round 1 received 106 results and 0 failures
FedTrimmedAvg Server | WARNING flwr 2024-04-02 10:19:04,597 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:04,597 | server.py:222 | fit_round 2: strategy sampled 172 clients (out of 172)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:06,377 | server.py:236 | fit_round 2 received 172 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:06,427 | server.py:125 | fit progress: (2, 0.8942374319534853, {'accuracy': 0.5631}, 78.6934463288635)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:06,428 | server.py:173 | evaluate_round 2: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:07,622 | server.py:187 | evaluate_round 2 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:07,623 | server.py:222 | fit_round 3: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:08,232 | server.py:236 | fit_round 3 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:08,268 | server.py:125 | fit progress: (3, 0.9055726798930723, {'accuracy': 0.5998}, 80.5344652000349)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:08,269 | server.py:173 | evaluate_round 3: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:09,047 | server.py:187 | evaluate_round 3 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:09,048 | server.py:222 | fit_round 4: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:09,652 | server.py:236 | fit_round 4 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:09,800 | server.py:125 | fit progress: (4, 0.8736241229595042, {'accuracy': 0.5616}, 82.0665209130384)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:09,804 | server.py:173 | evaluate_round 4: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:10,585 | server.py:187 | evaluate_round 4 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:10,585 | server.py:222 | fit_round 5: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:11,230 | server.py:236 | fit_round 5 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:11,266 | server.py:125 | fit progress: (5, 0.8312225359754822, {'accuracy': 0.5938}, 83.53189059207216)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:11,268 | server.py:173 | evaluate_round 5: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:12,048 | server.py:187 | evaluate_round 5 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:12,050 | server.py:222 | fit_round 6: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:12,643 | server.py:236 | fit_round 6 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:12,707 | server.py:125 | fit progress: (6, 0.8287099081049851, {'accuracy': 0.5991}, 84.97306147706695)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:12,708 | server.py:173 | evaluate_round 6: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:13,467 | server.py:187 | evaluate_round 6 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:13,468 | server.py:222 | fit_round 7: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:14,059 | server.py:236 | fit_round 7 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:14,120 | server.py:125 | fit progress: (7, 0.8301840386251926, {'accuracy': 0.5988}, 86.38659924990498)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:14,123 | server.py:173 | evaluate_round 7: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:14,864 | server.py:187 | evaluate_round 7 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:14,865 | server.py:222 | fit_round 8: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:15,454 | server.py:236 | fit_round 8 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:15,518 | server.py:125 | fit progress: (8, 0.8254369290641734, {'accuracy': 0.6006}, 87.78399749589153)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:15,522 | server.py:173 | evaluate_round 8: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:16,267 | server.py:187 | evaluate_round 8 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:16,267 | server.py:222 | fit_round 9: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:16,864 | server.py:236 | fit_round 9 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:16,915 | server.py:125 | fit progress: (9, 0.8294643515064097, {'accuracy': 0.5992}, 89.18116632197052)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:16,917 | server.py:173 | evaluate_round 9: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:17,702 | server.py:187 | evaluate_round 9 received 185 results and 0 failures
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:17,704 | server.py:222 | fit_round 10: strategy sampled 185 clients (out of 185)
FedTrimmedAvg Server | DEBUG flwr 2024-04-02 10:19:18,304 | server.py:236 | fit_round 10 received 185 results and 0 failures
FedTrimmedAvg Server | INFO flwr 2024-04-02 10:19:18,339 | server.py:125 | fit progress: (10, 0.8236409393165893, {'accuracy': 0.6025}, 90.60530669498257)
