FedAvg Server | INFO flwr 2024-03-10 12:42:55,153 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=None)
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,599 | server.py:173 | evaluate_round 4: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,638 | server.py:187 | evaluate_round 4 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,639 | server.py:222 | fit_round 5: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,768 | server.py:236 | fit_round 5 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:42:59,786 | server.py:125 | fit progress: (5, 0.8341624680856892, {'accuracy': 0.5978}, 1.443209160999686)
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,787 | server.py:173 | evaluate_round 5: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,843 | server.py:187 | evaluate_round 5 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,844 | server.py:222 | fit_round 6: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,972 | server.py:236 | fit_round 6 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:42:59,990 | server.py:125 | fit progress: (6, 0.8297010085272896, {'accuracy': 0.6029}, 1.6469193479970272)
FedAvg Server | DEBUG flwr 2024-03-10 12:42:59,991 | server.py:173 | evaluate_round 6: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,032 | server.py:187 | evaluate_round 6 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,033 | server.py:222 | fit_round 7: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,162 | server.py:236 | fit_round 7 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:00,187 | server.py:125 | fit progress: (7, 0.8279650430851112, {'accuracy': 0.5953}, 1.8435745389979274)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,188 | server.py:173 | evaluate_round 7: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,231 | server.py:187 | evaluate_round 7 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,232 | server.py:222 | fit_round 8: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,368 | server.py:236 | fit_round 8 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:00,384 | server.py:125 | fit progress: (8, 0.8254073102648385, {'accuracy': 0.606}, 2.040616838999995)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,384 | server.py:173 | evaluate_round 8: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,426 | server.py:187 | evaluate_round 8 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,426 | server.py:222 | fit_round 9: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,556 | server.py:236 | fit_round 9 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:00,572 | server.py:125 | fit progress: (9, 0.8243935864175668, {'accuracy': 0.6036}, 2.229532635999931)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,573 | server.py:173 | evaluate_round 9: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,614 | server.py:187 | evaluate_round 9 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,614 | server.py:222 | fit_round 10: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,744 | server.py:236 | fit_round 10 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:00,770 | server.py:125 | fit progress: (10, 0.8223605472198835, {'accuracy': 0.601}, 2.4273721739991743)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,771 | server.py:173 | evaluate_round 10: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,811 | server.py:187 | evaluate_round 10 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,811 | server.py:222 | fit_round 11: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,935 | server.py:236 | fit_round 11 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:00,964 | server.py:125 | fit progress: (11, 0.8219296059195139, {'accuracy': 0.6007}, 2.6214806850002788)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:00,967 | server.py:173 | evaluate_round 11: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,020 | server.py:187 | evaluate_round 11 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,020 | server.py:222 | fit_round 12: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,155 | server.py:236 | fit_round 12 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:01,178 | server.py:125 | fit progress: (12, 0.8205535898921263, {'accuracy': 0.6064}, 2.8354976560003706)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,179 | server.py:173 | evaluate_round 12: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,222 | server.py:187 | evaluate_round 12 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,223 | server.py:222 | fit_round 13: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,359 | server.py:236 | fit_round 13 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:01,378 | server.py:125 | fit progress: (13, 0.8198728048260447, {'accuracy': 0.6061}, 3.035348306999367)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,379 | server.py:173 | evaluate_round 13: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,414 | server.py:187 | evaluate_round 13 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,414 | server.py:222 | fit_round 14: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,542 | server.py:236 | fit_round 14 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:01,562 | server.py:125 | fit progress: (14, 0.8194686072198961, {'accuracy': 0.6092}, 3.2192403089975414)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,563 | server.py:173 | evaluate_round 14: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,602 | server.py:187 | evaluate_round 14 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,602 | server.py:222 | fit_round 15: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,729 | server.py:236 | fit_round 15 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:01,745 | server.py:125 | fit progress: (15, 0.8186219194425749, {'accuracy': 0.6063}, 3.4024023599995417)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,746 | server.py:173 | evaluate_round 15: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,784 | server.py:187 | evaluate_round 15 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,785 | server.py:222 | fit_round 16: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,909 | server.py:236 | fit_round 16 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:01,927 | server.py:125 | fit progress: (16, 0.8183705641080399, {'accuracy': 0.6088}, 3.5836882919975324)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,927 | server.py:173 | evaluate_round 16: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,965 | server.py:187 | evaluate_round 16 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:01,966 | server.py:222 | fit_round 17: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,112 | server.py:236 | fit_round 17 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:02,137 | server.py:125 | fit progress: (17, 0.8178679026415777, {'accuracy': 0.6061}, 3.7944544209967717)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,139 | server.py:173 | evaluate_round 17: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,196 | server.py:187 | evaluate_round 17 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,196 | server.py:222 | fit_round 18: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,315 | server.py:236 | fit_round 18 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:02,339 | server.py:125 | fit progress: (18, 0.8176430197370753, {'accuracy': 0.607}, 3.995704097997077)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,341 | server.py:173 | evaluate_round 18: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,404 | server.py:187 | evaluate_round 18 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,404 | server.py:222 | fit_round 19: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,537 | server.py:236 | fit_round 19 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:02,554 | server.py:125 | fit progress: (19, 0.8177627941797425, {'accuracy': 0.6072}, 4.2112998140000855)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,555 | server.py:173 | evaluate_round 19: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,588 | server.py:187 | evaluate_round 19 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,588 | server.py:222 | fit_round 20: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,715 | server.py:236 | fit_round 20 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:02,734 | server.py:125 | fit progress: (20, 0.8176210828127572, {'accuracy': 0.6067}, 4.391413641998952)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,735 | server.py:173 | evaluate_round 20: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,774 | server.py:187 | evaluate_round 20 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,775 | server.py:222 | fit_round 21: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,910 | server.py:236 | fit_round 21 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:02,928 | server.py:125 | fit progress: (21, 0.8177966563986564, {'accuracy': 0.6058}, 4.5851795119997405)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,929 | server.py:173 | evaluate_round 21: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,977 | server.py:187 | evaluate_round 21 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:02,978 | server.py:222 | fit_round 22: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,096 | server.py:236 | fit_round 22 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:03,114 | server.py:125 | fit progress: (22, 0.8176157649926125, {'accuracy': 0.6075}, 4.771499880996998)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,115 | server.py:173 | evaluate_round 22: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,158 | server.py:187 | evaluate_round 22 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,163 | server.py:222 | fit_round 23: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,282 | server.py:236 | fit_round 23 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:03,302 | server.py:125 | fit progress: (23, 0.8181011998144188, {'accuracy': 0.603}, 4.959470055997372)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,303 | server.py:173 | evaluate_round 23: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,341 | server.py:187 | evaluate_round 23 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,342 | server.py:222 | fit_round 24: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,465 | server.py:236 | fit_round 24 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:03,491 | server.py:125 | fit progress: (24, 0.8162217561746499, {'accuracy': 0.6052}, 5.147656225999526)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,491 | server.py:173 | evaluate_round 24: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,532 | server.py:187 | evaluate_round 24 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,532 | server.py:222 | fit_round 25: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,659 | server.py:236 | fit_round 25 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:03,699 | server.py:125 | fit progress: (25, 0.8164549535073582, {'accuracy': 0.6081}, 5.356316839999636)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,700 | server.py:173 | evaluate_round 25: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,752 | server.py:187 | evaluate_round 25 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,753 | server.py:222 | fit_round 26: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,909 | server.py:236 | fit_round 26 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:03,930 | server.py:125 | fit progress: (26, 0.8156902783254969, {'accuracy': 0.6074}, 5.587321447997965)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,931 | server.py:173 | evaluate_round 26: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,974 | server.py:187 | evaluate_round 26 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:03,974 | server.py:222 | fit_round 27: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,138 | server.py:236 | fit_round 27 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:04,156 | server.py:125 | fit progress: (27, 0.8160425617465864, {'accuracy': 0.6075}, 5.812749362998147)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,157 | server.py:173 | evaluate_round 27: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,201 | server.py:187 | evaluate_round 27 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,201 | server.py:222 | fit_round 28: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,308 | server.py:236 | fit_round 28 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:04,324 | server.py:125 | fit progress: (28, 0.815517022874408, {'accuracy': 0.6067}, 5.981145161000313)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,325 | server.py:173 | evaluate_round 28: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,365 | server.py:187 | evaluate_round 28 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,366 | server.py:222 | fit_round 29: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,477 | server.py:236 | fit_round 29 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:04,500 | server.py:125 | fit progress: (29, 0.816576918002648, {'accuracy': 0.6075}, 6.157549576997553)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,503 | server.py:173 | evaluate_round 29: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,553 | server.py:187 | evaluate_round 29 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,553 | server.py:222 | fit_round 30: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,672 | server.py:236 | fit_round 30 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:04,700 | server.py:125 | fit progress: (30, 0.8157610825771285, {'accuracy': 0.6074}, 6.356829623997328)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,701 | server.py:173 | evaluate_round 30: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,748 | server.py:187 | evaluate_round 30 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,748 | server.py:222 | fit_round 31: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,863 | server.py:236 | fit_round 31 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:04,888 | server.py:125 | fit progress: (31, 0.8155528732128241, {'accuracy': 0.6091}, 6.544840012997156)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,891 | server.py:173 | evaluate_round 31: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,950 | server.py:187 | evaluate_round 31 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:04,951 | server.py:222 | fit_round 32: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,076 | server.py:236 | fit_round 32 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:05,092 | server.py:125 | fit progress: (32, 0.8159889276517187, {'accuracy': 0.6074}, 6.7486713329999475)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,092 | server.py:173 | evaluate_round 32: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,138 | server.py:187 | evaluate_round 32 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,138 | server.py:222 | fit_round 33: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,280 | server.py:236 | fit_round 33 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:05,298 | server.py:125 | fit progress: (33, 0.8161691798027355, {'accuracy': 0.6082}, 6.954809015998762)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,299 | server.py:173 | evaluate_round 33: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,335 | server.py:187 | evaluate_round 33 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,336 | server.py:222 | fit_round 34: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,457 | server.py:236 | fit_round 34 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:05,474 | server.py:125 | fit progress: (34, 0.8157963137989451, {'accuracy': 0.6066}, 7.131303021000349)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,475 | server.py:173 | evaluate_round 34: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,516 | server.py:187 | evaluate_round 34 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,516 | server.py:222 | fit_round 35: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,636 | server.py:236 | fit_round 35 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:05,664 | server.py:125 | fit progress: (35, 0.8153078049447066, {'accuracy': 0.6094}, 7.320984605998092)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,665 | server.py:173 | evaluate_round 35: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,715 | server.py:187 | evaluate_round 35 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,716 | server.py:222 | fit_round 36: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,829 | server.py:236 | fit_round 36 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:05,848 | server.py:125 | fit progress: (36, 0.8154448913283924, {'accuracy': 0.609}, 7.5048941189998)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,849 | server.py:173 | evaluate_round 36: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,894 | server.py:187 | evaluate_round 36 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:05,894 | server.py:222 | fit_round 37: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,016 | server.py:236 | fit_round 37 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:06,034 | server.py:125 | fit progress: (37, 0.8157184639358875, {'accuracy': 0.6081}, 7.691360066997731)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,035 | server.py:173 | evaluate_round 37: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,075 | server.py:187 | evaluate_round 37 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,076 | server.py:222 | fit_round 38: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,203 | server.py:236 | fit_round 38 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:06,223 | server.py:125 | fit progress: (38, 0.8159122849530024, {'accuracy': 0.6084}, 7.87960137600021)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,224 | server.py:173 | evaluate_round 38: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,267 | server.py:187 | evaluate_round 38 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,268 | server.py:222 | fit_round 39: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,398 | server.py:236 | fit_round 39 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:06,414 | server.py:125 | fit progress: (39, 0.8161668889142496, {'accuracy': 0.608}, 8.071153614997456)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,415 | server.py:173 | evaluate_round 39: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,456 | server.py:187 | evaluate_round 39 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,457 | server.py:222 | fit_round 40: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,586 | server.py:236 | fit_round 40 received 3 results and 0 failures
FedAvg Server | INFO flwr 2024-03-10 12:43:06,606 | server.py:125 | fit progress: (40, 0.8162631838539576, {'accuracy': 0.6091}, 8.262651692999498)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,607 | server.py:173 | evaluate_round 40: strategy sampled 3 clients (out of 3)
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,648 | server.py:187 | evaluate_round 40 received 3 results and 0 failures
FedAvg Server | DEBUG flwr 2024-03-10 12:43:06,649 | server.py:222 | fit_round 41: strategy sampled 3 clients (out of 3)
